,fn,target
1625,003281.jpg,"(array([121,  21, 207,  74]), 16)"
1626,003283.jpg,"(array([ 35, 228, 279, 410]), 12)"
1627,003286.jpg,"(array([ 60,  65, 300, 447]), 19)"
1628,003287.jpg,"(array([  8,   0, 241, 332]), 8)"
1629,003288.jpg,"(array([246, 110, 310, 226]), 10)"
1630,003289.jpg,"(array([186, 238, 239, 409]), 6)"
1631,003291.jpg,"(array([ 67, 284, 234, 374]), 20)"
1632,003295.jpg,"(array([138, 110, 335, 283]), 15)"
1633,003297.jpg,"(array([213,   0, 487, 341]), 11)"
1634,003298.jpg,"(array([ 18,  19, 482, 327]), 15)"
1635,003302.jpg,"(array([163, 159, 319, 309]), 6)"
1636,003304.jpg,"(array([ 66,  79, 403, 252]), 15)"
1637,003305.jpg,"(array([183, 144, 301, 233]), 14)"
1638,003306.jpg,"(array([108,  39, 290, 395]), 7)"
1639,003309.jpg,"(array([175,   1, 369, 449]), 18)"
1640,003310.jpg,"(array([ 11,   5, 478, 328]), 12)"
1641,003312.jpg,"(array([ 10,  24, 319, 487]), 2)"
1642,003314.jpg,"(array([ 50,  36, 374, 238]), 15)"
1643,003315.jpg,"(array([ 22,  20, 355, 304]), 3)"
1644,003317.jpg,"(array([ 72,   0, 371, 301]), 18)"
1645,003318.jpg,"(array([108, 200, 247, 382]), 17)"
1646,003319.jpg,"(array([  0, 172, 298, 499]), 9)"
1647,003321.jpg,"(array([147, 440, 190, 494]), 7)"
1648,003322.jpg,"(array([234, 445, 374, 499]), 9)"
1649,003323.jpg,"(array([119,  90, 374, 340]), 11)"
1650,003324.jpg,"(array([ 58, 185, 374, 474]), 15)"
1651,003326.jpg,"(array([ 18,   6, 493, 471]), 12)"
1652,003328.jpg,"(array([  3,  10, 396, 158]), 15)"
1653,003329.jpg,"(array([ 14,  10, 494, 283]), 15)"
1654,003332.jpg,"(array([ 21,   1, 463, 338]), 12)"
1655,003333.jpg,"(array([279, 160, 499, 323]), 14)"
1656,003334.jpg,"(array([ 97,  18, 284, 382]), 7)"
1657,003340.jpg,"(array([261,   0, 499, 215]), 6)"
1658,003341.jpg,"(array([ 37, 258, 311, 452]), 15)"
1659,003342.jpg,"(array([202, 340, 240, 411]), 14)"
1660,003345.jpg,"(array([223,  69, 325, 400]), 11)"
1661,003346.jpg,"(array([122,  46, 303, 142]), 15)"
1662,003347.jpg,"(array([ 88,  96, 109, 161]), 1)"
1663,003348.jpg,"(array([230, 163, 353, 429]), 7)"
1664,003352.jpg,"(array([ 43,  95, 447, 335]), 15)"
1665,003353.jpg,"(array([123,  88, 237, 270]), 7)"
1666,003357.jpg,"(array([ 83,  23, 275, 476]), 7)"
1667,003358.jpg,"(array([ 14,   0, 470, 262]), 6)"
1668,003361.jpg,"(array([248, 208, 286, 269]), 12)"
1669,003364.jpg,"(array([ 96,  99, 304, 446]), 7)"
1670,003366.jpg,"(array([198,  66, 246, 108]), 17)"
1671,003368.jpg,"(array([  0,  20, 332, 499]), 15)"
1672,003371.jpg,"(array([ 45,   5, 314, 280]), 8)"
1673,003372.jpg,"(array([134, 209, 185, 276]), 1)"
1674,003375.jpg,"(array([106,  92, 293, 389]), 7)"
1675,003378.jpg,"(array([ 92, 259, 373, 446]), 15)"
1676,003381.jpg,"(array([110,   5, 241, 495]), 1)"
1677,003383.jpg,"(array([  1, 211, 330, 346]), 15)"
1678,003384.jpg,"(array([ 81, 210, 339, 399]), 12)"
1679,003385.jpg,"(array([ 69, 138, 330, 351]), 15)"
1680,003387.jpg,"(array([108,  72, 247, 432]), 7)"
1681,003388.jpg,"(array([  2, 231, 332, 457]), 15)"
1682,003389.jpg,"(array([152,  74, 328, 250]), 20)"
1683,003393.jpg,"(array([ 81,  62, 499, 374]), 14)"
1684,003394.jpg,"(array([ 25,  34, 374, 370]), 10)"
1685,003399.jpg,"(array([129, 216, 285, 429]), 15)"
1686,003400.jpg,"(array([ 11,   0, 359, 499]), 2)"
1687,003402.jpg,"(array([180, 250, 254, 346]), 3)"
1688,003405.jpg,"(array([120,  48, 247, 278]), 7)"
1689,003409.jpg,"(array([135,  52, 213, 378]), 4)"
1690,003411.jpg,"(array([ 14,   1, 374, 499]), 10)"
1691,003414.jpg,"(array([124,  71, 315, 467]), 7)"
1692,003418.jpg,"(array([354,   0, 446, 181]), 12)"
1693,003423.jpg,"(array([ 76,   0, 373, 261]), 15)"
1694,003426.jpg,"(array([ 14, 106, 332, 362]), 15)"
1695,003427.jpg,"(array([  0,   0, 373, 499]), 15)"
1696,003428.jpg,"(array([ 71, 190, 258, 329]), 19)"
1697,003431.jpg,"(array([ 14,  10, 499, 372]), 15)"
1698,003432.jpg,"(array([129, 269, 229, 307]), 3)"
1699,003434.jpg,"(array([127, 215, 374, 345]), 15)"
1700,003437.jpg,"(array([125, 239, 285, 447]), 18)"
1701,003438.jpg,"(array([ 21, 163, 339, 354]), 9)"
1702,003440.jpg,"(array([ 91,  78, 499, 332]), 12)"
1703,003442.jpg,"(array([ 86,   6, 331, 499]), 18)"
1704,003445.jpg,"(array([114,  24, 222, 492]), 1)"
1705,003446.jpg,"(array([161, 237, 345, 287]), 5)"
1706,003447.jpg,"(array([159, 151, 290, 403]), 12)"
1707,003448.jpg,"(array([136,   3, 301, 126]), 9)"
1708,003454.jpg,"(array([ 88, 191, 331, 379]), 15)"
1709,003456.jpg,"(array([  4,   1, 336, 499]), 7)"
1710,003457.jpg,"(array([108,   0, 482, 374]), 19)"
1711,003459.jpg,"(array([185, 113, 374, 392]), 11)"
1712,003460.jpg,"(array([128, 104, 288, 499]), 7)"
1713,003463.jpg,"(array([  1,   1, 499, 374]), 20)"
1714,003467.jpg,"(array([ 81,   0, 332, 450]), 3)"
1715,003471.jpg,"(array([ 76, 241, 332, 499]), 17)"
1716,003472.jpg,"(array([163, 366, 283, 492]), 12)"
1717,003473.jpg,"(array([ 68,  96, 287, 446]), 13)"
1718,003474.jpg,"(array([ 41,  29, 366, 499]), 19)"
1719,003475.jpg,"(array([ 55,  78, 253, 470]), 6)"
1720,003476.jpg,"(array([336,   0, 374, 261]), 7)"
1721,003478.jpg,"(array([ 13, 421,  70, 472]), 1)"
1722,003479.jpg,"(array([ 28,  83, 332, 402]), 12)"
1723,003480.jpg,"(array([ 12,   0, 374, 498]), 8)"
1724,003481.jpg,"(array([284, 241, 325, 297]), 7)"
1725,003482.jpg,"(array([  0, 145, 296, 359]), 15)"
1726,003483.jpg,"(array([170,   0, 332, 498]), 7)"
1727,003485.jpg,"(array([101, 235, 315, 435]), 15)"
1728,003486.jpg,"(array([101,   4, 481, 332]), 7)"
1729,003488.jpg,"(array([152, 142, 208, 205]), 16)"
1730,003490.jpg,"(array([ 98,  70, 332, 226]), 12)"
1731,003494.jpg,"(array([ 21,   0, 259, 499]), 1)"
1732,003495.jpg,"(array([236, 166, 291, 214]), 14)"
1733,003498.jpg,"(array([183,   2, 316, 499]), 4)"
1734,003501.jpg,"(array([  7, 106, 287, 397]), 7)"
1735,003502.jpg,"(array([148,  63, 359, 402]), 11)"
1736,003503.jpg,"(array([ 75, 101, 271, 377]), 6)"
1737,003504.jpg,"(array([ 40,   1, 372, 498]), 8)"
1738,003505.jpg,"(array([ 83, 188, 292, 305]), 15)"
1739,003507.jpg,"(array([177, 121, 255, 222]), 20)"
1740,003512.jpg,"(array([ 97, 160, 209, 393]), 7)"
1741,003513.jpg,"(array([177, 167, 261, 301]), 19)"
1742,003514.jpg,"(array([ 24, 180, 374, 379]), 3)"
1743,003515.jpg,"(array([ 60,  65, 338, 493]), 7)"
1744,003517.jpg,"(array([  0, 116, 374, 345]), 15)"
1745,003520.jpg,"(array([ 32,  93, 221, 239]), 15)"
1746,003523.jpg,"(array([135, 169, 268, 347]), 7)"
1747,003526.jpg,"(array([159, 375, 233, 418]), 9)"
1748,003527.jpg,"(array([279, 214, 415, 374]), 7)"
1749,003531.jpg,"(array([110,  50, 301, 150]), 13)"
1750,003532.jpg,"(array([271,  31, 333, 447]), 18)"
1751,003533.jpg,"(array([125,  73, 165, 122]), 12)"
1752,003534.jpg,"(array([ 21, 293, 332, 499]), 15)"
1753,003535.jpg,"(array([ 51,   9, 263, 304]), 3)"
1754,003538.jpg,"(array([120,  57, 333, 391]), 14)"
1755,003540.jpg,"(array([  2,   4, 197, 327]), 8)"
1756,003541.jpg,"(array([ 71,  33, 499, 221]), 15)"
1757,003542.jpg,"(array([244,  35, 323, 149]), 2)"
1758,003543.jpg,"(array([ 84,   0, 373, 172]), 4)"
1759,003544.jpg,"(array([183, 365, 374, 499]), 18)"
1760,003545.jpg,"(array([  0, 117, 224, 389]), 7)"
1761,003547.jpg,"(array([ 49,   0, 283, 354]), 19)"
1762,003552.jpg,"(array([120,  62, 282, 499]), 7)"
1763,003553.jpg,"(array([124,  27, 336, 499]), 7)"
1764,003557.jpg,"(array([128, 174, 235, 283]), 13)"
1765,003558.jpg,"(array([  0, 213, 255, 499]), 20)"
1766,003559.jpg,"(array([202,  29, 327, 368]), 7)"
1767,003560.jpg,"(array([ 55,  97, 353, 478]), 8)"
1768,003561.jpg,"(array([124,   1, 499, 332]), 11)"
1769,003562.jpg,"(array([ 49,  64, 374, 240]), 15)"
1770,003563.jpg,"(array([134, 229, 188, 268]), 14)"
1771,003568.jpg,"(array([ 86,   0, 378, 393]), 19)"
1772,003569.jpg,"(array([106,  90, 283, 364]), 18)"
1773,003570.jpg,"(array([131,  70, 359, 488]), 7)"
1774,003571.jpg,"(array([205, 258, 332, 499]), 4)"
1775,003572.jpg,"(array([ 35,   1, 272, 228]), 16)"
1776,003573.jpg,"(array([ 95,  59, 374, 177]), 15)"
1777,003574.jpg,"(array([ 45,   9, 237, 483]), 1)"
1778,003578.jpg,"(array([119,  76, 403, 353]), 14)"
1779,003579.jpg,"(array([ 97,  58, 330, 222]), 15)"
1780,003581.jpg,"(array([ 23,   1, 374, 264]), 15)"
1781,003582.jpg,"(array([114, 322, 203, 396]), 9)"
1782,003583.jpg,"(array([104,  58, 317, 387]), 13)"
1783,003584.jpg,"(array([ 54,  65, 187, 217]), 13)"
1784,003590.jpg,"(array([223, 209, 367, 457]), 15)"
1785,003591.jpg,"(array([ 33, 339, 155, 419]), 16)"
1786,003592.jpg,"(array([110,  17, 439, 111]), 15)"
1787,003595.jpg,"(array([ 78,   3, 324,  92]), 15)"
1788,003598.jpg,"(array([ 33,  98, 363, 485]), 3)"
1789,003600.jpg,"(array([ 31, 196, 366, 361]), 15)"
1790,003601.jpg,"(array([ 95,  42, 310, 488]), 19)"
1791,003602.jpg,"(array([ 33, 266, 332, 499]), 15)"
1792,003607.jpg,"(array([ 11,   0, 499, 374]), 7)"
1793,003610.jpg,"(array([ 50,   0, 499, 374]), 15)"
1794,003612.jpg,"(array([ 84,  80, 332, 230]), 15)"
1795,003613.jpg,"(array([  3,  14, 357, 485]), 19)"
1796,003615.jpg,"(array([ 73,  46, 304, 396]), 8)"
1797,003616.jpg,"(array([ 66, 194, 226, 247]), 15)"
1798,003617.jpg,"(array([ 77, 269, 374, 485]), 15)"
1799,003619.jpg,"(array([114, 174, 347, 327]), 15)"
1800,003624.jpg,"(array([180, 258, 212, 311]), 16)"
1801,003626.jpg,"(array([148,  13, 312, 232]), 16)"
1802,003630.jpg,"(array([138, 201, 203, 333]), 7)"
1803,003631.jpg,"(array([ 61,   2, 340, 439]), 7)"
1804,003633.jpg,"(array([154, 315, 246, 484]), 10)"
1805,003637.jpg,"(array([151,   1, 250, 464]), 19)"
1806,003641.jpg,"(array([276,   0, 499, 344]), 18)"
1807,003643.jpg,"(array([ 70, 127, 420, 325]), 15)"
1808,003647.jpg,"(array([ 44, 225, 373, 414]), 8)"
1809,003649.jpg,"(array([198,  64, 332, 405]), 11)"
1810,003650.jpg,"(array([ 66, 191, 227, 370]), 15)"
1811,003652.jpg,"(array([298, 236, 369, 499]), 4)"
1812,003653.jpg,"(array([ 63,  50, 294, 499]), 13)"
1813,003659.jpg,"(array([127, 167, 239, 227]), 15)"
1814,003661.jpg,"(array([300, 150, 436, 473]), 7)"
1815,003665.jpg,"(array([ 35,   0, 374, 270]), 15)"
1816,003666.jpg,"(array([ 56,  28, 279, 464]), 7)"
1817,003668.jpg,"(array([156,  26, 332, 375]), 11)"
1818,003670.jpg,"(array([ 98,  53, 277, 368]), 14)"
1819,003672.jpg,"(array([  1,   1, 372, 498]), 18)"
1820,003676.jpg,"(array([176,  42, 293, 149]), 9)"
1821,003677.jpg,"(array([103,  40, 429, 452]), 14)"
1822,003680.jpg,"(array([133,  56, 340, 403]), 13)"
1823,003682.jpg,"(array([150,  33, 244, 166]), 3)"
1824,003683.jpg,"(array([  0,   0, 352, 497]), 7)"
1825,003686.jpg,"(array([ 39, 116, 373, 474]), 20)"
1826,003687.jpg,"(array([221, 191, 309, 354]), 19)"
1827,003689.jpg,"(array([197,   0, 297, 120]), 19)"
1828,003692.jpg,"(array([186, 269, 226, 333]), 7)"
1829,003693.jpg,"(array([161, 114, 319, 267]), 12)"
1830,003697.jpg,"(array([131,  57, 374, 218]), 5)"
1831,003701.jpg,"(array([262,  42, 336, 155]), 7)"
1832,003702.jpg,"(array([102,   2, 274, 499]), 18)"
1833,003707.jpg,"(array([ 21,  99, 374, 499]), 15)"
1834,003710.jpg,"(array([ 24,   0, 279, 432]), 19)"
1835,003712.jpg,"(array([112, 152, 298, 418]), 12)"
1836,003715.jpg,"(array([ 61,  43, 354, 475]), 6)"
1837,003716.jpg,"(array([286, 323, 437, 374]), 20)"
1838,003718.jpg,"(array([  2,   0, 332, 499]), 7)"
1839,003719.jpg,"(array([  0,   5, 374, 499]), 7)"
1840,003720.jpg,"(array([123,  10, 325, 301]), 13)"
1841,003723.jpg,"(array([ 98, 229, 247, 383]), 19)"
1842,003724.jpg,"(array([120,  98, 266, 347]), 8)"
1843,003725.jpg,"(array([ 57,   0, 214, 460]), 18)"
1844,003726.jpg,"(array([ 61,   1, 305, 499]), 2)"
1845,003728.jpg,"(array([ 28,   9, 374, 499]), 18)"
1846,003730.jpg,"(array([ 44, 164, 318, 284]), 14)"
1847,003731.jpg,"(array([  1, 197, 332, 499]), 15)"
1848,003733.jpg,"(array([106, 216, 257, 440]), 7)"
1849,003734.jpg,"(array([144,  82, 428, 287]), 13)"
1850,003736.jpg,"(array([ 57,  83, 374, 391]), 9)"
1851,003737.jpg,"(array([ 25,  58, 499, 337]), 15)"
1852,003738.jpg,"(array([ 39, 357, 192, 453]), 9)"
1853,003739.jpg,"(array([ 22,   2, 372, 460]), 15)"
1854,003741.jpg,"(array([354,  19, 443, 143]), 3)"
1855,003742.jpg,"(array([ 23,   1, 235, 180]), 15)"
1856,003744.jpg,"(array([145,   7, 373, 446]), 18)"
1857,003745.jpg,"(array([ 36,  70, 464, 250]), 15)"
1858,003746.jpg,"(array([168, 283, 366, 499]), 2)"
1859,003747.jpg,"(array([  9,  39, 315, 269]), 15)"
1860,003755.jpg,"(array([140,  72, 297, 354]), 18)"
1861,003756.jpg,"(array([  6,  28, 374, 407]), 16)"
1862,003757.jpg,"(array([ 92,  34, 246, 194]), 20)"
1863,003761.jpg,"(array([175, 147, 374, 367]), 11)"
1864,003762.jpg,"(array([183, 180, 265, 311]), 12)"
1865,003764.jpg,"(array([ 39,  95, 202, 201]), 13)"
1866,003765.jpg,"(array([213,  31, 378, 126]), 15)"
1867,003766.jpg,"(array([ 30,   0, 354, 438]), 2)"
1868,003768.jpg,"(array([ 68,  35, 382, 258]), 2)"
1869,003769.jpg,"(array([138,  13, 345, 305]), 7)"
1870,003770.jpg,"(array([101,   2, 374, 468]), 11)"
1871,003771.jpg,"(array([ 73,  27, 321, 183]), 15)"
1872,003775.jpg,"(array([ 10,  74, 330, 435]), 9)"
1873,003776.jpg,"(array([ 63, 168, 154, 283]), 20)"
1874,003777.jpg,"(array([140,  79, 246, 343]), 19)"
1875,003778.jpg,"(array([ 66,  37, 465, 442]), 8)"
1876,003782.jpg,"(array([ 45,  32, 307, 450]), 8)"
1877,003785.jpg,"(array([ 35, 139, 332, 499]), 12)"
1878,003787.jpg,"(array([  0,  15, 268, 199]), 16)"
1879,003789.jpg,"(array([228, 146, 332, 230]), 15)"
1880,003794.jpg,"(array([  0, 283, 374, 499]), 12)"
1881,003795.jpg,"(array([ 25,  53, 361, 272]), 15)"
1882,003799.jpg,"(array([  2,  23, 499, 354]), 4)"
1883,003800.jpg,"(array([136,   1, 499, 374]), 11)"
1884,003801.jpg,"(array([ 42,  92, 246, 292]), 20)"
1885,003802.jpg,"(array([ 23, 240, 115, 267]), 5)"
1886,003804.jpg,"(array([  0,   0, 362, 354]), 8)"
1887,003805.jpg,"(array([132, 138, 271, 498]), 12)"
1888,003810.jpg,"(array([134, 100, 357, 239]), 14)"
1889,003812.jpg,"(array([ 87, 198, 374, 368]), 8)"
1890,003813.jpg,"(array([  7,   0, 332, 304]), 8)"
1891,003815.jpg,"(array([107, 187, 212, 432]), 7)"
1892,003816.jpg,"(array([ 21,   0, 244, 423]), 8)"
1893,003819.jpg,"(array([  0,   0, 234, 220]), 15)"
1894,003822.jpg,"(array([ 46,  50, 498, 411]), 3)"
1895,003823.jpg,"(array([109,  79, 224, 458]), 1)"
1896,003825.jpg,"(array([ 92, 175, 373, 497]), 9)"
1897,003829.jpg,"(array([ 33,   0, 332, 437]), 19)"
1898,003831.jpg,"(array([ 17,  47, 358, 248]), 15)"
1899,003832.jpg,"(array([ 49,  81, 250, 330]), 13)"
1900,003833.jpg,"(array([113,  76, 272, 360]), 14)"
1901,003836.jpg,"(array([268, 157, 283, 234]), 4)"
1902,003839.jpg,"(array([204, 262, 303, 328]), 15)"
1903,003840.jpg,"(array([ 28,  43, 492, 374]), 10)"
1904,003841.jpg,"(array([  8,   1, 444, 407]), 10)"
1905,003842.jpg,"(array([ 14,  43, 496, 200]), 5)"
1906,003843.jpg,"(array([ 43, 118, 307, 499]), 19)"
1907,003850.jpg,"(array([151, 137, 366, 400]), 3)"
1908,003851.jpg,"(array([319, 158, 497, 373]), 2)"
1909,003852.jpg,"(array([  1,  67, 372, 499]), 13)"
1910,003853.jpg,"(array([142, 345, 244, 491]), 15)"
1911,003854.jpg,"(array([115,  67, 499, 332]), 12)"
1912,003858.jpg,"(array([189,   0, 346, 223]), 19)"
1913,003862.jpg,"(array([143, 127, 321, 382]), 18)"
1914,003864.jpg,"(array([  3,   1, 374, 499]), 6)"
1915,003867.jpg,"(array([ 69, 242, 374, 357]), 15)"
1916,003870.jpg,"(array([152,   0, 373, 355]), 8)"
1917,003873.jpg,"(array([ 71,  73, 202, 499]), 19)"
1918,003875.jpg,"(array([ 91,  24, 341, 259]), 15)"
1919,003878.jpg,"(array([  1,  57, 374, 499]), 7)"
1920,003880.jpg,"(array([ 26, 198, 303, 444]), 8)"
1921,003881.jpg,"(array([ 62, 159, 193, 276]), 12)"
1922,003882.jpg,"(array([176, 301, 332, 425]), 16)"
1923,003883.jpg,"(array([ 55, 100, 291, 381]), 19)"
1924,003884.jpg,"(array([ 84,  64, 374, 498]), 15)"
1925,003888.jpg,"(array([ 74,  88, 373, 478]), 12)"
1926,003892.jpg,"(array([  0,   0, 130, 336]), 4)"
1927,003893.jpg,"(array([120,  26, 281, 343]), 7)"
1928,003894.jpg,"(array([103,   0, 369, 499]), 11)"
1929,003896.jpg,"(array([ 99, 207, 406, 341]), 15)"
1930,003897.jpg,"(array([144, 149, 375, 385]), 15)"
1931,003900.jpg,"(array([ 63, 120, 264, 450]), 4)"
1932,003901.jpg,"(array([ 88,   5, 491, 337]), 12)"
1933,003902.jpg,"(array([233,   2, 499, 374]), 11)"
1934,003903.jpg,"(array([  1,  89, 331, 307]), 15)"
1935,003904.jpg,"(array([157, 382, 295, 479]), 7)"
1936,003906.jpg,"(array([  0, 149, 331, 393]), 8)"
1937,003908.jpg,"(array([ 92, 152, 158, 198]), 19)"
1938,003909.jpg,"(array([130, 328, 201, 382]), 20)"
1939,003910.jpg,"(array([186,  28, 241, 361]), 4)"
1940,003914.jpg,"(array([162,  92, 254, 244]), 17)"
1941,003916.jpg,"(array([ 68,  47, 244, 286]), 7)"
1942,003917.jpg,"(array([  0, 120, 215, 499]), 7)"
1943,003920.jpg,"(array([ 83,   0, 360, 499]), 12)"
1944,003922.jpg,"(array([ 48,  68, 308, 398]), 13)"
1945,003925.jpg,"(array([ 41,  23, 241, 259]), 8)"
1946,003927.jpg,"(array([  1, 146, 332, 474]), 15)"
1947,003928.jpg,"(array([242,   3, 499, 374]), 11)"
1948,003929.jpg,"(array([ 87, 265, 371, 372]), 15)"
1949,003930.jpg,"(array([  1,   1, 331, 449]), 19)"
1950,003931.jpg,"(array([ 73,   1, 323, 499]), 1)"
1951,003933.jpg,"(array([ 10, 152, 271, 439]), 12)"
1952,003934.jpg,"(array([258, 143, 374, 267]), 16)"
1953,003938.jpg,"(array([122, 216, 374, 421]), 15)"
1954,003940.jpg,"(array([ 81,  75, 191, 411]), 7)"
1955,003942.jpg,"(array([124, 153, 232, 270]), 15)"
1956,003943.jpg,"(array([223, 168, 374, 295]), 15)"
1957,003944.jpg,"(array([152,   2, 373, 499]), 18)"
1958,003950.jpg,"(array([186, 149, 281, 202]), 9)"
1959,003951.jpg,"(array([116,  43, 429, 294]), 13)"
1960,003952.jpg,"(array([ 47, 150, 263, 199]), 4)"
1961,003955.jpg,"(array([175, 269, 364, 459]), 13)"
1962,003958.jpg,"(array([  0,   7, 374, 332]), 8)"
1963,003959.jpg,"(array([ 38,  53, 374, 262]), 15)"
1964,003962.jpg,"(array([  0,   0, 374, 386]), 7)"
1965,003964.jpg,"(array([  0,  10, 445, 332]), 12)"
1966,003967.jpg,"(array([200, 361, 234, 398]), 7)"
1967,003968.jpg,"(array([ 12,  47, 482, 471]), 15)"
1968,003972.jpg,"(array([ 62,   0, 374, 227]), 15)"
1969,003975.jpg,"(array([  1,   2, 327, 287]), 15)"
1970,003976.jpg,"(array([113,  95, 389, 276]), 15)"
1971,003977.jpg,"(array([  0,  18, 499, 483]), 12)"
1972,003978.jpg,"(array([ 86,  33, 315, 417]), 13)"
1973,003980.jpg,"(array([ 31,   0, 374, 321]), 12)"
1974,003981.jpg,"(array([ 63,   0, 374, 262]), 15)"
1975,003982.jpg,"(array([191, 235, 229, 294]), 10)"
1976,003985.jpg,"(array([135, 249, 256, 307]), 3)"
1977,003989.jpg,"(array([ 94, 168, 240, 282]), 15)"
1978,003995.jpg,"(array([ 51,   0, 374, 499]), 15)"
1979,003999.jpg,"(array([ 28,   0, 374, 499]), 2)"
1980,004000.jpg,"(array([ 22,  60, 493, 197]), 15)"
1981,004001.jpg,"(array([129, 376, 196, 475]), 6)"
1982,004002.jpg,"(array([ 91,   6, 286, 356]), 12)"
1983,004004.jpg,"(array([301,   0, 455, 225]), 18)"
1984,004006.jpg,"(array([102,  68, 283, 297]), 13)"
1985,004007.jpg,"(array([122, 237, 198, 304]), 19)"
1986,004018.jpg,"(array([110,   1, 332, 347]), 3)"
1987,004021.jpg,"(array([  0,   3, 374, 499]), 12)"
1988,004022.jpg,"(array([215,  43, 268, 124]), 10)"
1989,004024.jpg,"(array([ 11, 314, 241, 497]), 20)"
1990,004026.jpg,"(array([155, 142, 306, 315]), 7)"
1991,004027.jpg,"(array([ 37,  65, 414, 238]), 16)"
1992,004029.jpg,"(array([ 67,   9, 194, 488]), 18)"
1993,004030.jpg,"(array([ 66, 130, 298, 454]), 6)"
1994,004032.jpg,"(array([  0,  42, 363, 460]), 11)"
1995,004036.jpg,"(array([ 74,  42, 247, 310]), 3)"
1996,004038.jpg,"(array([191, 134, 276, 228]), 16)"
1997,004040.jpg,"(array([187, 197, 310, 332]), 20)"
1998,004041.jpg,"(array([117, 114, 374, 294]), 15)"
1999,004042.jpg,"(array([  1,   0, 332, 384]), 15)"
2000,004043.jpg,"(array([110, 159, 265, 374]), 7)"
2001,004044.jpg,"(array([  2,  92, 374, 378]), 8)"
2002,004045.jpg,"(array([ 65,  28, 371, 474]), 18)"
2003,004048.jpg,"(array([  0,   1, 374, 347]), 8)"
2004,004049.jpg,"(array([  3,  78, 498, 468]), 15)"
2005,004050.jpg,"(array([ 31,  23, 356, 470]), 7)"
2006,004053.jpg,"(array([183, 241, 269, 353]), 20)"
2007,004054.jpg,"(array([ 60,  30, 374, 155]), 15)"
2008,004055.jpg,"(array([345, 203, 499, 262]), 5)"
2009,004056.jpg,"(array([208, 159, 308, 204]), 5)"
2010,004059.jpg,"(array([200, 251, 258, 331]), 3)"
2011,004061.jpg,"(array([  1,   1, 238, 317]), 9)"
2012,004062.jpg,"(array([ 78,   0, 283, 282]), 12)"
2013,004063.jpg,"(array([  0,   0, 499, 332]), 18)"
2014,004064.jpg,"(array([ 88, 302, 374, 499]), 15)"
2015,004065.jpg,"(array([ 84,  25, 297, 425]), 6)"
2016,004068.jpg,"(array([119, 196, 353, 499]), 18)"
2017,004070.jpg,"(array([108, 245, 314, 448]), 14)"
2018,004071.jpg,"(array([ 21,  23, 325, 492]), 7)"
2019,004072.jpg,"(array([ 93, 141, 374, 274]), 15)"
2020,004074.jpg,"(array([ 10, 193, 374, 459]), 15)"
2021,004078.jpg,"(array([ 87,   3, 277, 499]), 1)"
2022,004079.jpg,"(array([ 28, 206, 297, 351]), 12)"
2023,004080.jpg,"(array([102, 102, 236, 389]), 7)"
2024,004081.jpg,"(array([102, 283, 374, 499]), 16)"
2025,004083.jpg,"(array([ 56,  28, 374, 465]), 3)"
2026,004084.jpg,"(array([ 34,  62, 216, 282]), 13)"
2027,004086.jpg,"(array([149, 193, 364, 499]), 12)"
2028,004088.jpg,"(array([326, 127, 406, 291]), 7)"
2029,004090.jpg,"(array([165, 290, 332, 354]), 15)"
2030,004094.jpg,"(array([ 32,  26, 302, 472]), 6)"
2031,004096.jpg,"(array([  0,   0, 267, 496]), 18)"
2032,004097.jpg,"(array([147, 397, 204, 499]), 7)"
2033,004098.jpg,"(array([184, 219, 329, 445]), 11)"
2034,004099.jpg,"(array([177,  56, 405, 332]), 6)"
2035,004101.jpg,"(array([198,   2, 499, 373]), 18)"
2036,004103.jpg,"(array([198, 186, 267, 230]), 15)"
2037,004104.jpg,"(array([226,  21, 330, 165]), 6)"
2038,004107.jpg,"(array([258,  95, 353, 406]), 7)"
2039,004109.jpg,"(array([ 73, 138, 321, 353]), 9)"
2040,004112.jpg,"(array([ 21,  70, 374, 499]), 15)"
2041,004114.jpg,"(array([141,   7, 317, 386]), 8)"
2042,004115.jpg,"(array([188, 145, 312, 348]), 7)"
2043,004116.jpg,"(array([ 55, 156, 287, 310]), 8)"
2044,004118.jpg,"(array([101,  64, 333, 205]), 15)"
